Resistance Gassensor,label
102400000,0
102400000,0
102400000,0
6519697.5,0
6180309.5,0
5686914.5,0
579841.4375,0
627835.6875,0
660645.1875,0
687248.3125,0
102400000,0
102400000,0
102400000,0
6720262.5,0
6360248.5,0
6023529.5,0
587830.0625,0
645039.375,0
676354,0
381520.125,0
71080264,0
64806924,0
56217884,0
3248215.75,0
3123737,0
2925714.25,0
404104.1875,0
481655.6875,0
536125.625,0
577389.3125,0
102400000,0
102400000,0
102400000,0
5454061.5,0
5083462.5,0
4831613,0
513927.21875,0
575928,0
609886.8125,0
642006.25,0
102400000,0
102400000,0
102400000,0
6190818,0
5752809,0
5475936,0
559868.75,0
607174.625,0
647486.5625,0
680398.6875,0
102400000,0
102400000,0
102400000,0
6582563.5,0
6222560,0
5783268.5,0
580334.375,0
629572.6875,0
663212.4375,0
691424.6875,0
102400000,0
102400000,0
102400000,0
6741000,0
6420062.5,0
6083921.5,0
593451.1875,0
646260.625,0
673684.1875,0
387145.5625,0
72017584,0
65486884,0
57740968,0
3255961.75,0
3161713.5,0
2970268.25,0
402911.65625,0
480977,0
536547,0
574957.875,0
102400000,0
102400000,0
102400000,0
5389473.5,0
5092943.5,0
4844470.5,0
516649.84375,0
573027.4375,0
617611.5625,0
646260.625,0
102400000,0
102400000,0
102400000,0
6215478,0
5826458,0
5486939,0
558951.9375,0
610432.1875,0
646873,0
666449.75,0
102400000,0
102400000,0
102400000,0
6547053,0
6215478,0
5801699.5,0
577389.3125,0
631319.375,0
663857.375,0
690026.9375,0
102400000,0
102400000,0
102400000,0
6753503.5,0
6427618.5,0
6073772,0
596041.9375,0
646873,0
681077.5,0
386488.03125,0
72919056,0
66432844,0
57970808,0
3317270.75,0
3148952.5,0
2976744.25,0
407724.46875,0
481995.75,0
537391.75,0
579349.375,0
102400000,0
102400000,0
102400000,0
5405476.5,0
5136050,0
4905389,0
515090.53125,0
575928,0
613173.625,0
645649.4375,0
102400000,0
102400000,0
102400000,0
6236772,0
5838916.5,0
5509078.5,0
557582.375,0
611525.8125,0
646873,0
667101,0
102400000,0
102400000,0
102400000,0
6574639,0
6226107,0
5870297.5,0
579349.375,0
634252.0625,0
667101,0
688634.8125,0
102400000,0
102400000,0
102400000,0
6791295.5,0
6405004,0
6124860,0
595002.875,0
643216.0625,0
683122.0625,0
388025.78125,0
72736960,0
66788280,0
58592760,0
3333469,0
3196878,0
3079699.25,0
407481.09375,0
483703.34375,0
534446.75,0
577389.3125,0
102400000,0
102400000,0
102400000,0
5378857.5,0
5121600.5,0
4909799,0
515869.03125,0
569205.125,0
613724.875,0
647486.5625,0
102400000,0
102400000,0
102400000,0
6247474,0
5807869.5,0
5497986.5,0
558951.9375,0
610978.5,0
645039.375,0
676354,0
102400000,0
102400000,0
102400000,0
6602458,0
6211943,0
5851428.5,0
577389.3125,0
627835.6875,0
663212.4375,0
693532,0
102400000,0
102400000,0
102400000,0
6808227.5,0
6458021.5,0
6111152.5,0
591394.75,0
642610.625,0
677024.8125,0
387805.34375,0
73905832,0
67510688,0
58908764,0
3323326.5,0
3217596.25,0
3083176.5,0
401253.90625,0
480300.1875,0
536547,0
575928,0
102400000,0
102400000,0
102400000,0
5421575,0
5145728.5,0
4896593,0
518612.3125,0
574474.0625,0
608799.0625,0
640801,0
102400000,0
102400000,0
102400000,0
6219017,0
5789399.5,0
5565217.5,0
560788.625,0
615384.625,0
645039.375,0
672357.1875,0
102400000,0
102400000,0
102400000,0
6578598.5,0
6258212.5,0
5789399.5,0
577389.3125,0
633075.75,0
663857.375,0
688634.8125,0
102400000,0
102400000,0
102400000,0
6774447,0
6458021.5,0
6100912.5,0
593967.5,0
645649.4375,0
677024.8125,0
388246.4375,0
74093840,0
67044500,0
58908764,0
3345721.75,0
3198750.5,0
3093655.5,0
406995.21875,0
480977,0
542948.0625,0
577878.125,0
102400000,0
102400000,0
102400000,0
5363011.5,0
5121600.5,0
4914217,0
517433.0625,0
569205.125,0
612074.125,0
644430.4375,0
102400000,0
102400000,0
102400000,0
6211943,0
5876614,0
5509078.5,0
559410,0
609342.4375,0
645039.375,0
669062.375,0
102400000,0
102400000,0
102400000,0
6630514,0
6290651,0
5863994.5,0
577878.125,0
630736.0625,0
662568.75,0
692828.125,0
102400000,0
102400000,0
102400000,0
6829512.5,0
6431403.5,0
6114573.5,0
591394.75,0
644430.4375,0
675016.5,0
390243.90625,0
73968400,0
67667528,0
59348880,0
3372581.25,0
3211919.25,0
3090154.75,0
405303.78125,0
477946.3125,0
532778.375,0
578858.125,0
102400000,0
102400000,0
102400000,0
5416198.5,0
5170085,0
4896593,0
514314.40625,0
569680.125,0
614277.125,0
643216.0625,0
102400000,0
102400000,0
102400000,0
6236772,0
5851428.5,0
5548256,0
558494.6875,0
609342.4375,0
643822.6875,0
671035.375,0
102400000,0
102400000,0
102400000,0
6654752,0
6327090,0
5870297.5,0
576414.3125,0
634252.0625,0
664503.5625,0
688634.8125,0
102400000,0
102400000,0
102400000,0
6889823.5,0
6469496.5,0
6117998.5,0
587324.375,0
640801,0
678370.3125,0
387365.25,0
74855512,0
67772496,0
59713896,0
3385124,0
3248215.75,0
3097164.5,0
403626.34375,0
478616.5,0
535284.875,0
573027.4375,0
102400000,0
102400000,0
102400000,0
5421575,0
5160315,0
4905389,0
516259.125,0
569205.125,0
608799.0625,0
640801,0
102400000,0
102400000,0
102400000,0
6294276,0
5895646,0
5593718,0
556673,0
608256.625,0
645039.375,0
673020.0625,0
102400000,0
102400000,0
102400000,0
6598469.5,0
6272588,0
5870297.5,0
580828.125,0
628413.625,0
663857.375,0
687248.3125,0
102400000,0
102400000,0
102400000,0
6863846,0
6523591.5,0
6117998.5,0
590371.875,0
646873,0
681077.5,0
209621.296875,0
14570031,0
12802500,0
10778947,0
1054854.5,0
1007378.25,0
963311.375,0
247462.546875,0
326218.53125,0
389131.6875,0
424192.21875,0
36859392,0
31859990,0
26393878,0
2210469.5,0
2079187.875,0
1950011.875,0
358041.96875,0
424455.96875,0
462720.28125,0
490304.03125,0
44476416,0
38893768,0
32070468,0
2572864.25,0
2403050.75,0
2230329.5,0
400782.78125,0
458370.625,0
494208.5,0
518218.625,0
49951220,0
42904092,0
35281832,0
2768502.75,0
2592405,0
2398828.75,0
417448.03125,0
476944.5625,0
512769.15625,0
533194.5,0
52979788,0
45447988,0
36984200,0
2894699.75,0
2689428.75,0
2529956.75,0
427378.96875,0
484733.71875,0
520589.71875,0
243230.40625,0
18507766,0
16322790,0
13991460,0
1272049.75,0
1199414.375,0
1147017.625,0
274530.84375,0
353591.15625,0
414407.125,0
456836.9375,0
42404400,0
36277884,0
30083084,0
2433026.5,0
2263608.75,0
2147876.25,0
382374.90625,0
444348,0
486807.6875,0
515479.5,0
51330332,0
43939660,0
36581636,0
2822880.75,0
2592405,0
2428698.5,0
421052.625,0
478952.28125,0
515090.53125,0
541226.1875,0
57702840,0
48998880,0
38893768,0
2967041,0
2796859,0
2565612.25,0
438637.8125,0
495284.15625,0
533194.5,0
557582.375,0
59148016,0
51481540,0
41165828,0
3116606.5,0
2837547.75,0
2652849.75,0
448140.03125,0
506679.875,0
541655.625,0
250183.234375,0
19781466,0
17555854,0
14908098,0
1334202,0
1261472.125,0
1207903.25,0
279934.375,0
361071.9375,0
421572.65625,0
459914.65625,0
45026452,0
39172744,0
32046944,0
2520615.5,0
2345262,0
2230329.5,0
392036.75,0
455010,0
494566.53125,0
520589.71875,0
54567860,0
45974044,0
38080184,0
2903934.75,0
2697398.75,0
2511342.75,0
424720.03125,0
489600.75,0
528243.5,0
546424.75,0
59348880,0
51664172,0
41204652,0
3130900,0
2867343.25,0
2700066,0
442906.5625,0
506679.875,0
542516.5625,0
566371.6875,0
62400380,0
54296604,0
43329588,0
3240506.25,0
2938307,0
2808364.75,0
454706.9375,0
517433.0625,0
551278.625,0
253905.28125,0
20448050,0
18260240,0
15622408,0
1363515.375,0
1279200.5,0
1238584.875,0
280164.15625,0
363378.28125,0
426045.34375,0
466833.8125,0
46413596,0
40441840,0
33140834,0
2585042.5,0
2377939,0
2248696.25,0
394757.125,0
457755.9375,0
499634.0625,0
531120.3125,0
56765700,0
49275188,0
39670704,0
2957400.75,0
2765698.75,0
2585042.5,0
433072.53125,0
494208.5,0
531120.3125,0
558951.9375,0
61392036,0
56728848,0
42528228,0
3223293.25,0
2913229,0
2705416,0
446966.375,0
508567.15625,0
548179.875,0
572546.8125,0
64424676,0
56037624,0
44749744,0
3311236.75,0
3065868.25,0
2825802,0
459295.8125,0
521384.9375,0
556673,0
257739.75,0
20998398,0
18586500,0
15895222,0
1362155,0
1302384.75,0
1251069,0
284128.75,0
366499.65625,0
427646.6875,0
470372.0625,0
49219676,0
41636596,0
34285116,0
2609748.25,0
2446103.25,0
2295964.25,0
399142.46875,0
462406.875,0
499634.0625,0
533611.25,0
58357968,0
50646060,0
40743548,0
2989781,0
2805479.5,0
2660604,0
434174.25,0
494925.09375,0
532362.875,0
560328.3125,0
64567488,0
54945296,0
43895512,0
3254021.75,0
2931997.25,0
2760107.75,0
454404.25,0
514702.1875,0
551278.625,0
575928,0
66941776,0
57025016,0
45542740,0
3353940.75,0
3156232,0
2873377.75,0
461781.28125,0
524590.1875,0
559868.75,0
257934.515625,0
21409996,0
18973944,0
16201731,0
1385656.25,0
1320012.875,0
1262638.75,0
285794.03125,0
365322.875,0
428720.96875,0
473964.375,0
50180704,0
42363284,0
35656148,0
2637475.75,0
2452694.5,0
2327272.75,0
397053.125,0
461469.125,0
505554.1875,0
536125.625,0
59108004,0
51633640,0
41517896,0
3104206.25,0
2831662.75,0
2629855.5,0
433898.3125,0
500000,0
537391.75,0
563566.3125,0
64519812,0
55965840,0
45072904,0
3273526.5,0
2973502.75,0
2782608.75,0
454404.25,0
517041.15625,0
553962.6875,0
578858.125,0
67667528,0
58475128,0
46811428,0
3389325.5,0
3121951.25,0
2903934.75,0
464293.8125,0
525397.625,0
561711.4375,0
258129.5625,0
21557894,0
19309370,0
16458061,0
1398429.5,0
1327714.75,0
1282806.125,0
284365.46875,0
367684.03125,0
433898.3125,0
475284.28125,0
51725336,0
42862000,0
35714440,0
2632390.75,0
2497561,0
2325291,0
400782.78125,0
465560.34375,0
507810.5625,0
539089.25,0
60836388,0
52787756,0
42486872,0
3139900.25,0
2855350.25,0
2671014,0
436953.28125,0
504061.03125,0
539515.25,0
565433.4375,0
65536000,0
57136880,0
45877492,0
3329404.5,0
3097164.5,0
2799726.5,0
456531.4375,0
517825.53125,0
553513.5,0
578367.6875,0
68894616,0
59632392,0
49554632,0
3436241.5,0
3174578.5,0
2954201.25,0
463978.25,0
527020.0625,0
561249.6875,0
258129.5625,0
21707850,0
19343566,0
16582996,0
1394145.625,0
1335507,0
1276808,0
287964,0
368477.875,0
432249.90625,0
475284.28125,0
53466040,0
43895512,0
36489976,0
2686782.5,0
2486191.25,0
2355376.75,0
400312.75,0
466196.21875,0
507433.09375,0
541226.1875,0
61870192,0
53531548,0
42988520,0
3174578.5,0
2873377.75,0
2694736.75,0
440619.625,0
501469.15625,0
542085.75,0
567313,0
66483388,0
57855660,0
46315196,0
3319286.75,0
3123737,0
2870357.5,0
457449.1875,0
517825.53125,0
554412.5625,0
583309.625,0
69442120,0
60415764,0
50383240,0
3515879.75,0
3240506.25,0
2986511,0
466833.8125,0
527020.0625,0
570632.5,0
260294.859375,0
21991946,0
19429588,0
16722633,0
1411440.375,0
1331599.5,0
1287645.375,0
287721.28125,0
376263.09375,0
434727.21875,0
479625.28125,0
52313708,0
44658264,0
37015532,0
2724310,0
2537008.25,0
2371743,0
403149.59375,0
470372.0625,0
509326.03125,0
543380.1875,0
62713876,0
54431892,0
43763608,0
3200625,0
2882477.25,0
2751763.5,0
441474.46875,0
504061.03125,0
541226.1875,0
569205.125,0
67719968,0
59228196,0
47165168,0
3368421,0
3169052.25,0
2900849.75,0
458678.625,0
520589.71875,0
558038.125,0
582314.5,0
71254144,0
61262912,0
50209540,0
3559417.75,0
3265696.75,0
2989781,0
470048.1875,0
531120.3125,0
572546.8125,0
258912.765625,0
22193024,0
19763570,0
17009084,0
1420249.625,0
1356740.625,0
1291298.875,0
287964,0
369275.15625,0
436115.84375,0
480300.1875,0
53368080,0
45259668,0
37459844,0
2716180.25,0
2556006.25,0
2398828.75,0
403626.34375,0
471346.375,0
515479.5,0
545551.4375,0
63442400,0
54841840,0
45072904,0
3227102.5,0
2928852.25,0
2774128,0
444927.21875,0
507056.1875,0
544680.875,0
572546.8125,0
68462784,0
59713896,0
47731972,0
3438405,0
3204381,0
2919458.25,0
459914.65625,0
520987.03125,0
558951.9375,0
586315.5,0
72315584,0
62623984,0
50911632,0
3578073.75,0
3307226.5,0
3091904.25,0
469079.25,0
531120.3125,0
572546.8125,0
260493.515625,0
22397812,0
19853378,0
17156020,0
1421728.625,0
1356740.625,0
1308626.25,0
288694.65625,0
368080.53125,0
438356.15625,0
482336.3125,0
54061456,0
46071000,0
37718560,0
2765698.75,0
2582597.75,0
2413671.25,0
406026.96875,0
471021.15625,0
515479.5,0
548179.875,0
64999752,0
56145640,0
45072904,0
3240506.25,0
2976744.25,0
2793997.25,0
444348,0
508188.59375,0
548179.875,0
573508.8125,0
70506728,0
60625348,0
49894176,0
3419031.75,0
3232833.5,0
2960607.25,0
461157.40625,0
525397.625,0
565433.4375,0
590371.875,0
75048384,0
63396372,0
51971452,0
3615978.75,0
3347772.75,0
3147138,0
469724.78125,0
537815.125,0
572546.8125,0
226448.46875,0
20277228,0
19156972,0
17584116,0
1409982.75,0
1380053.875,0
1340752.875,0
272123.3125,0
352132.0625,0
422093.96875,0
475615.40625,0
53108588,0
49302992,0
43545516,0
3257904.25,0
3104206.25,0
2922583,0
427646.6875,0
488549.625,0
538239.1875,0
572067.0625,0
67615168,0
63258688,0
56728848,0
3956532.25,0
3853245.5,0
3630401,0
484389.78125,0
548620.4375,0
588336.6875,0
615939.875,0
76965352,0
71080264,0
63167228,0
4413793,0
4174267.5,0
4000000,0
522982.625,0
575442.5625,0
617611.5625,0
643822.6875,0
84317784,0
78135320,0
68036336,0
4626941.5,0
4388963.5,0
4212908,0
536125.625,0
593967.5,0
636617.9375,0
275862.0625,0
27822542,0
26346130,0
24120722,0
1800835.375,0
1762478.5,0
1707378.125,0
311625.0625,0
396131.53125,0
460535.1875,0
508188.59375,0
61348936,0
56987828,0
50734276,0
3550162.5,0
3414756.25,0
3265696.75,0
459605.03125,0
517825.53125,0
561711.4375,0
599180.8125,0
77169264,0
70563664,0
62713876,0
4222680.5,0
4044433.5,0
3842401.5,0
509326.03125,0
568730.9375,0
612074.125,0
640200.0625,0
83511944,0
77995832,0
68948976,0
4603540.5,0
4367902,0
4196721.5,0
539515.25,0
598130.8125,0
633663.375,0
663857.375,0
90238896,0
82643128,0
73594608,0
4789243,0
4603540.5,0
4424520.5,0
556673,0
614830.375,0
652437.0625,0
288939.0625,0
29938784,0
28401300,0
25771136,0
1882785.625,0
1853393.625,0
1806793.125,0
321305.3125,0
407481.09375,0
467153.28125,0
518612.3125,0
64046908,0
59959744,0
53597220,0
3662047.5,0
3518144.75,0
3372581.25,0
463978.25,0
528652.5625,0
570632.5,0
609886.8125,0
79125864,0
73718784,0
66534012,0
4336686,0
4180658.25,0
3976699,0
519796.96875,0
577878.125,0
620418.0625,0
649334.1875,0
87352216,0
81868832,0
72315584,0
4702640.5,0
4464305,0
4333245,0
545551.4375,0
605558.8125,0
640200.0625,0
671695.625,0
94228616,0
86831400,0
76627888,0
4958838,0
4731158,0
4519724,0
558951.9375,0
623250.125,0
663212.4375,0
295185.9375,0
31089184,0
29375168,0
26765774,0
1950011.875,0
1894542.125,0
1853393.625,0
324976.1875,0
412404.34375,0
473635.53125,0
523383.59375,0
66081168,0
61177128,0
55223088,0
3699255,0
3578073.75,0
3406237,0
467473.1875,0
527020.0625,0
574474.0625,0
610432.1875,0
80511056,0
75698528,0
67199176,0
4435300.5,0
4219418,0
4026542.25,0
524187.34375,0
584808.6875,0
618170.8125,0
650571.8125,0
90332184,0
83671880,0
74093840,0
4801875.5,0
4580374.5,0
4350504.5,0
549061.6875,0
604486.4375,0
645039.375,0
670376.4375,0
95882952,0
87702912,0
78065512,0
4963344.5,0
4760023,0
4650582,0
567784.875,0
626108.25,0
665151,0
299853.59375,0
31767330,0
29755278,0
27386544,0
1971126.125,0
1919850,0
1885385.5,0
330322.59375,0
413653.8125,0
475284.28125,0
523785.15625,0
67147544,0
62579136,0
56109588,0
3739785.5,0
3585120.25,0
3460190,0
471672.03125,0
530707.4375,0
573991.0625,0
610978.5,0
83193904,0
76293368,0
68462784,0
4467957.5,0
4258903,0
4053439,0
527427.25,0
582314.5,0
619854.75,0
651192.375,0
92044944,0
84562584,0
75048384,0
4831613,0
4611314.5,0
4392493.5,0
549503.625,0
610978.5,0
649952.375,0
675684.5625,0
97705552,0
92044944,0
83511944,0
5018070.5,0
4810334.5,0
4599663,0
573027.4375,0
624390.25,0
670376.4375,0
300645.90625,0
32331524,0
30439386,0
27769492,0
2000000,0
1941692.375,0
1887992.625,0
329048.84375,0
414658.84375,0
475615.40625,0
527835.0625,0
68355672,0
63304516,0
56618576,0
3755214.25,0
3604047.5,0
3460190,0
473964.375,0
531120.3125,0
580828.125,0
614277.125,0
83511944,0
78840304,0
69112576,0
4442516.5,0
4252271,0
4047430.75,0
525397.625,0
584308.125,0
623819.6875,0
653061.25,0
93024840,0
85808184,0
76160368,0
4844470.5,0
4595792.5,0
4486309,0
555314.5625,0
613724.875,0
649334.1875,0
674349.6875,0
99372248,0
92728688,0
84480824,0
5059913.5,0
4818823.5,0
4615211.5,0
565902.1875,0
628413.625,0
667753.5,0
304399.53125,0
32768000,0
30957014,0
28036792,0
2017734,0
1943074,0
1922553.375,0
330642.5625,0
415668.75,0
475615.40625,0
529062.25,0
68678016,0
64093888,0
57211696,0
3786457.25,0
3635234,0
3482253,0
470696.40625,0
534446.75,0
576414.3125,0
610432.1875,0
85388928,0
78840304,0
69552664,0
4482626.5,0
4326379.5,0
4133198.75,0
524993.5625,0
582314.5,0
620982.4375,0
654940.8125,0
94025824,0
87004312,0
76493728,0
4835891.5,0
4642675,0
4464305,0
553513.5,0
610432.1875,0
655569.8125,0
680398.6875,0
102400000,0
92630392,0
81487096,0
5107232,0
4848772,0
4615211.5,0
573508.8125,0
627258.8125,0
669062.375,0
304671.21875,0
32940940,0
31133492,0
28419774,0
2040348.75,0
1985458.125,0
1937559.125,0
333876.75,0
417703.4375,0
479288.5625,0
529062.25,0
69497352,0
64806924,0
58125056,0
3794349.25,0
3625581,0
3482253,0
473635.53125,0
528652.5625,0
580334.375,0
616496.0625,0
85977040,0
79413512,0
70964808,0
4546060,0
4329809.5,0
4145749,0
526613.5,0
581818.1875,0
622114.1875,0
658732.6875,0
95568352,0
87791024,0
77580352,0
4892206.5,0
4638731.5,0
4453384,0
552617.375,0
609886.8125,0
649952.375,0
683806.375,0
100863408,0
93823912,0
82956960,0
5097697.5,0
4879094.5,0
4654545.5,0
569680.125,0
631903.75,0
665799.75,0
306037.0625,0
33165992,0
31244816,0
28737558,0
2044932.625,0
1989798.375,0
1934813.375,0
331284.375,0
418215.21875,0
479625.28125,0
529062.25,0
69886432,0
66081168,0
58319020,0
3823570.5,0
3640080,0
3477817.75,0
472324.71875,0
535704.9375,0
580334.375,0
615384.625,0
87177920,0
80362968,0
71428880,0
4565060,0
4357447,0
4120724.25,0
529472.625,0
583808.4375,0
631319.375,0
654313.125,0
96518408,0
88412816,0
78840304,0
4936426.5,0
4686499,0
4449755.5,0
555766.625,0
608256.625,0
653061.25,0
681077.5,0
102400000,0
94432280,0
85639984,0
5140885,0
4900987,0
4674465,0
573508.8125,0
634252.0625,0
669718.75,0
305762.90625,0
33522250,0
31767330,0
28985404,0
2077605.875,0
2008827.875,0
1951405.375,0
335847.8125,0
417959.1875,0
479625.28125,0
529062.25,0
70964808,0
65881880,0
59348880,0
3804923.25,0
3654695.5,0
3493390.25,0
474293.65625,0
533194.5,0
581322.75,0
614277.125,0
87879320,0
81335400,0
71958280,0
4588070.5,0
4364411.5,0
4167896.25,0
531120.3125,0
585310.0625,0
626108.25,0
656199.9375,0
97270504,0
89960192,0
79269432,0
4914217,0
4710753.5,0
4512255.5,0
554863.1875,0
614277.125,0
653686.5625,0
679721.1875,0
102400000,0
95777856,0
84399224,0
5092943.5,0
4931968.5,0
4702640.5,0
574474.0625,0
630153.875,0
670376.4375,0
308248.03125,0
33755344,0
32070468,0
29394932,0
2085539.75,0
2020720.25,0
1975403.875,0
335847.8125,0
417448.03125,0
480638.34375,0
533611.25,0
71545848,0
66737272,0
59510556,0
3823570.5,0
3701762.25,0
3545553,0
475947,0
534028.6875,0
582811.625,0
618731.125,0
89043480,0
82176800,0
72919056,0
4519724,0
4360926.5,0
4187068.75,0
529883.5625,0
584308.125,0
626683,0
660645.1875,0
98476336,0
90707264,0
81335400,0
4954339.5,0
4714820,0
4504811.5,0
557582.375,0
612074.125,0
655569.8125,0
675684.5625,0
102400000,0
95882952,0
85472448,0
5189737,0
4923077,0
4739369.5,0
576414.3125,0
632489.1875,0
669718.75,0
248543.6875,0
25279074,0
23405714,0
21243436,0
1672860.875,0
1628952.125,0
1563657.125,0
297501.4375,0
392713.3125,0
452596.6875,0
509706.3125,0
67147544,0
61392036,0
54876284,0
3729569.75,0
3550162.5,0
3391430.25,0
457755.9375,0
522182.5625,0
565902.1875,0
600234.4375,0
85139328,0
77787536,0
68355672,0
4515987,0
4239068.5,0
4065508.75,0
521384.9375,0
579349.375,0
612623.375,0
648101.25,0
95777856,0
88412816,0
77101176,0
4909799,0
4666477,0
4435300.5,0
554863.1875,0
606635.0625,0
647486.5625,0
673020.0625,0
102400000,0
95152088,0
82565040,0
5140885,0
4892206.5,0
4646625,0
573508.8125,0
633075.75,0
668407.3125,0
326218.53125,0
38246864,0
35627072,0
32283744,0
2323312.5,0
2243154.5,0
2171792.25,0
361454.28125,0
450803.4375,0
512000,0
554412.5625,0
79485752,0
72858256,0
64519812,0
4252271,0
4050432.75,0
3837002.25,0
496003.875,0
555766.625,0
609886.8125,0
636024.875,0
95568352,0
87967784,0
77237480,0
4914217,0
4690524,0
4464305,0
546424.75,0
607715.125,0
648101.25,0
679045.0625,0
102400000,0
97814928,0
83832424,0
5259711,0
4990557.5,0
4755878,0
576414.3125,0
631319.375,0
668407.3125,0
696361.8125,0
102400000,0
101803496,0
88862376,0
5459513.5,0
5170085,0
4936426.5,0
590882.875,0
653686.5625,0
689330.1875,0
346414.0625,0
41204652,0
38755764,0
35196564,0
2477169.75,0
2382087.75,0
2325291,0
382374.90625,0
463663.125,0
522982.625,0
572067.0625,0
84480824,0
76965352,0
67877784,0
4399570.5,0
4216160.5,0
4014702.25,0
507810.5625,0
567313,0
620418.0625,0
639600.25,0
100747120,0
91851440,0
80659696,0
5112012.5,0
4844470.5,0
4607424,0
560328.3125,0
621547.8125,0
656831.3125,0
688634.8125,0
102400000,0
99485392,0
86831400,0
5378857.5,0
5102460.5,0
4853080.5,0
586315.5,0
643216.0625,0
679721.1875,0
706450.5,0
102400000,0
102400000,0
91562696,0
5576582.5,0
5254650.5,0
5055230,0
601821.9375,0
656831.3125,0
694944,0
355062.40625,0
43115788,0
40367108,0
36797304,0
2580157.5,0
2463759.5,0
2377939,0
387805.34375,0
470696.40625,0
530295.1875,0
575442.5625,0
85892528,0
79125864,0
69663568,0
4442516.5,0
4268890,0
4114515.25,0
521783.4375,0
570632.5,0
612623.375,0
658097.6875,0
102400000,0
94432280,0
83114776,0
5121600.5,0
4883457.5,0
4654545.5,0
568730.9375,0
620418.0625,0
658732.6875,0
691424.6875,0
102400000,0
102400000,0
89316528,0
5443189.5,0
5189737,0
4931968.5,0
595002.875,0
648101.25,0
684492,0
709386.9375,0
102400000,0
102400000,0
93622856,0
5622512,0
5347258.5,0
5078735.5,0
605558.8125,0
659368.9375,0
699931.625,0
358417.90625,0
44251180,0
41636596,0
37816504,0
2614746.25,0
2515970.5,0
2428698.5,0
392487.53125,0
473964.375,0
531120.3125,0
577878.125,0
86917768,0
80585304,0
70563664,0
4508530.5,0
4319536,0
4105236.75,0
523785.15625,0
587324.375,0
625534.5,0
656831.3125,0
102400000,0
95255816,0
86316760,0
5145728.5,0
4914217,0
4674465,0
568730.9375,0
626683,0
658097.6875,0
692125.6875,0
102400000,0
102400000,0
90519336,0
5459513.5,0
5199619,0
4931968.5,0
592935.75,0
648717.125,0
685179,0
711605.3125,0
102400000,0
102400000,0
95359768,0
5645761.5,0
5357750,0
5126408,0
609886.8125,0
667753.5,0
699931.625,0
359550.5625,0
44887672,0
42199612,0
38448812,0
2622279.25,0
2551230.25,0
2481672.25,0
393165.6875,0
474953.625,0
539515.25,0
581818.1875,0
87967784,0
80289128,0
71604480,0
4534735.5,0
4319536,0
4142604.25,0
525802.3125,0
581322.75,0
624390.25,0
658732.6875,0
102400000,0
95777856,0
84480824,0
5170085,0
4918643,0
4706693.5,0
568257.5,0
627258.8125,0
662568.75,0
689330.1875,0
102400000,0
102400000,0
91658744,0
5454061.5,0
5229492.5,0
4976913.5,0
591907.5,0
645649.4375,0
684492,0
711605.3125,0
102400000,0
102400000,0
95882952,0
5651604,0
5352499,0
5136050,0
607174.625,0
661926.3125,0
701369.875,0
366106.53125,0
45166092,0
42569664,0
38347572,0
2632390.75,0
2565612.25,0
2490726.75,0
392713.3125,0
475615.40625,0
537391.75,0
575442.5625,0
89043480,0
82099592,0
72076984,0
4512255.5,0
4309311,0
4136329.25,0
520589.71875,0
579349.375,0
630153.875,0
661285.125,0
102400000,0
97487544,0
84973744,0
5179892.5,0
4931968.5,0
4698595,0
571588.0625,0
626683,0
658097.6875,0
699214.75,0
102400000,0
102400000,0
91658744,0
5497986.5,0
5224490,0
4963344.5,0
595002.875,0
649952.375,0
685179,0
712347.8125,0
102400000,0
102400000,0
96305656,0
5675095.5,0
5378857.5,0
5112012.5,0
607715.125,0
663212.4375,0
703538.3125,0
363765.53125,0
45781348,0
42736224,0
38755764,0
2689428.75,0
2570442.5,0
2488456.75,0
400782.78125,0
478616.5,0
540369.375,0
582811.625,0
89775344,0
82176800,0
72315584,0
4557441,0
4299134,0
4164717.75,0
525802.3125,0
578367.6875,0
625534.5,0
658097.6875,0
102400000,0
97487544,0
85892528,0
5184810,0
4945366.5,0
4735260,0
565902.1875,0
624961.875,0
667753.5,0
695652.1875,0
102400000,0
102400000,0
93123976,0
5481432,0
5264781.5,0
5018070.5,0
594484.75,0
648101.25,0
683122.0625,0
709386.9375,0
102400000,0
102400000,0
97487544,0
5651604,0
5416198.5,0
5155443.5,0
606635.0625,0
665151,0
698499.3125,0
366893.59375,0
46364344,0
43415700,0
39455748,0
2665799,0
2592405,0
2502138,0
390690.5625,0
473635.53125,0
539515.25,0
584308.125,0
89225320,0
82409304,0
75698528,0
4557441,0
4364411.5,0
4152052.75,0
520987.03125,0
582811.625,0
624390.25,0
656199.9375,0
102400000,0
98698792,0
86745200,0
5224490,0
4990557.5,0
4739369.5,0
568730.9375,0
625534.5,0
668407.3125,0
697072.8125,0
102400000,0
102400000,0
93622856,0
5514641.5,0
5264781.5,0
5004276,0
593967.5,0
648101.25,0
683806.375,0
716835.8125,0
102400000,0
102400000,0
98587440,0
5710700.5,0
5432360.5,0
5170085,0
608256.625,0
665799.75,0
699931.625,0
365322.875,0
46561988,0
43415700,0
39137652,0
2689428.75,0
2594868.5,0
2513654.5,0
396591.78125,0
475284.28125,0
537391.75,0
582314.5,0
89960192,0
82643128,0
73843384,0
4561247,0
4336686,0
4177460.5,0
521384.9375,0
582811.625,0
625534.5,0
656199.9375,0
102400000,0
99372248,0
87264984,0
5224490,0
4972382.5,0
4739369.5,0
567784.875,0
