Resistance Gassensor,label
2702738.25,0
387365.25,0
451997.34375,0
494925.09375,0
523785.15625,0
35890472,0
35598044,0
35598044,0
3559417.75,0
3397760.25,0
3229010.75,0
440904.1875,0
496725.6875,0
535704.9375,0
570632.5,0
39997560,0
39960976,0
39491412,0
3864151,0
3684281.5,0
3557099.5,0
466514.8125,0
526613.5,0
563566.3125,0
594484.75,0
43763608,0
43115788,0
42569664,0
4111417.75,0
3886148,0
3768169.25,0
486807.6875,0
545987.75,0
585812.375,0
256192.140625,0
17584116,0
17471608,0
17169504,0
1630897.875,0
1579028.5,0
1546827.75,0
279934.375,0
355432.15625,0
418215.21875,0
467153.28125,0
34528976,0
34177836,0
33496550,0
3200625,0
2970268.25,0
2840499.25,0
408945.6875,0
465243.0625,0
515090.53125,0
545115.8125,0
41243548,0
